text,label,source
Hurry! Last chance to win a free vacation! Click here!,spam,original
crypto course giveaway — you are the lucky winner! Click the link to claim! — click bit.ly link,spam,original
"Honestly, you are  clueless Go away.",toxic,original
I'm curious about cooking pasta Would love to hear your thoughts.,safe,original
"Honestly, you clearly have  zero brains",toxic,original
"To be frank, you are totally  stupid",toxic,original
buy MacBook Pro for just $1.99 Click here NOW!!! — reply YES to claim,spam,original
"Seriously, that was completely  pathetic and sad Go away.",toxic,original
Netflix account giveaway — you are the lucky winner! — reply YES to claim,spam,original
"Seriously, nobody likes you,  loser You always mess everything up.",toxic,original
Does anyone have experience with hiking? Cheers!,safe,original
Can someone explain learning Spanish to me? Would love to hear your thoughts.,safe,original
What do you think about photography?,safe,original
I've been practicing FastAPI for three months now Cheers!,safe,original
Just read a great article about learning Spanish Looking forward to your reply.,safe,original
"last chance to get laptop FREE Hurry, only 3 left! — free shipping worldwide",spam,original
claim your FREE Netflix account now! Click the link to claim!,spam,original
"Honestly, your work is  garbage I have no respect for you.",toxic,original
"Sharing my notes on learning Spanish, hope they help someone Thanks in advance!",safe,original
What do you think about photography? Any input is welcome.,safe,original
"Look, that was utterly  pathetic and sad Go away.",toxic,original
"Honestly, you are  useless Nobody asked you.",toxic,original
"Honestly, nobody likes you, utterly  loser You always mess everything up.",toxic,original
win a FREE smart watch! Click here NOW!!! — click bit.ly link,spam,original
last chance to get gaming chair FREE,spam,original
I'm curious about FastAPI Have a good one!,safe,original
you are totally  stupid I have no respect for you.,toxic,original
you've been selected for a FREE smart watch Offer expires today! (sent from a verified winner account),spam,original
claim your FREE laptop now! 100% guaranteed!!! — no credit card required,spam,original
you've been selected for a FREE laptop 100% guaranteed!!! — click bit.ly link,spam,original
"win a FREE PlayStation 5! Hurry, only 3 left! — free shipping worldwide",spam,original
win a FREE gaming chair! Click here NOW!!!,spam,original
Highly recommend checking out Docker if you haven't Thanks in advance!,safe,original
claim your FREE drone now! Limited time offer! — reply YES to claim,spam,original
No offense but stop embarrassing yourself You always mess everything up.,toxic,augmented:toxic
"I finished the FastAPI course today, feeling proud Thanks in advance!",safe,original
No offense but you are completely  an idiot I have no respect for you.,toxic,original
"Highly recommend checking out FastAPI if you haven't — no rush, whenever you have time",safe,original
Where can I find good resources on chess?,safe,original
Could you help me with chess? Looking forward to your reply.,safe,original
"To be frank, that was genuinely  pathetic and sad Stop talking.",toxic,original
"Working on Kubernetes this week, it's challenging but fun (genuinely asking)",safe,original
Finally understood system design after weeks of struggling Looking forward to your reply.,safe,original
"I finished the career switching course today, feeling proud Cheers!",safe,original
"Where can I find good resources on remote work? — no rush, whenever you have time",safe,original
exclusive deal: Amazon gift card for 95% OFF Limited time offer! — free shipping worldwide,spam,original
Is system design worth learning this year? (genuinely asking),safe,original
"Ahahah look at this freak, what a pathetic idiot",toxic,original
exclusive deal: laptop for 95% OFF Limited time offer! — free shipping worldwide,spam,original
"Seriously, you clearly have genuinely  zero brains Stop talking.",toxic,original
"Honestly, that was absolutely  pathetic and sad I have no respect for you.",toxic,original
exclusive deal: gaming chair for 95% OFF Offer expires today!,spam,original
"Seriously, you are totally  stupid",toxic,original
win a FREE wireless earbuds! Click here NOW!!! — reply YES to claim,spam,original
No offense but you are genuinely  stupid Go away.,toxic,original
"Seriously, that was absolutely  pathetic and sad Stop talking.",toxic,original
"No offense but nobody likes you, absolutely  loser Go away.",toxic,original
win a FREE Samsung TV! Offer expires today! — reply YES to claim,spam,original
"Seriously, your work is completely  garbage Get lost.",toxic,original
No offense but you sound totally  ridiculous Stop talking.,toxic,original
Double your income in 24 hours! Proven method! Click here!,spam,original
I'm curious about unit testing Thanks in advance!,safe,original
"you've been selected for a FREE crypto course Hurry, only 3 left! — free shipping worldwide",spam,original
"To be frank, you are genuinely  an idiot Get lost.",toxic,original
you've been selected for a FREE laptop Click here NOW!!! — click bit.ly link,spam,original
No offense but your work is  garbage Get lost.,toxic,original
smart watch giveaway — you are the lucky winner! Claim before it's gone! — click bit.ly link,spam,original
exclusive deal: laptop for 95% OFF Click the link to claim! — click bit.ly link,spam,original
you've been selected for a FREE crypto course Click here NOW!!! — free shipping worldwide,spam,original
No offense but you are genuinely  stupid I have no respect for you.,toxic,original
"nobody likes you, genuinely  loser",toxic,original
time management keeps surprising me with new depths Thanks in advance!,safe,original
exclusive deal: Netflix account for 95% OFF 100% guaranteed!!! (sent from a verified winner account),spam,original
buy MacBook Pro for just $1.99 Offer expires today! — click bit.ly link,spam,original
"Honestly, you clearly have genuinely  zero brains You always mess everything up.",toxic,augmented:toxic
"Seriously, this is the totally  dumbest thing I have ever read Unbelievable.",toxic,augmented:toxic
you are  clueless Do everyone a favor and be quiet.,toxic,original
claim your FREE drone now! Limited time offer! — click bit.ly link,spam,original
What a beautiful sunset! I love spending time outdoors.,safe,original
get a 90% discount on MacBook Pro (sent from a verified winner account),spam,original
